Vendor ID Number,Vendor Name,Address,ZIP,City,Country,Email for Contact,Bank Country,Currency code,VAT-No,IBAN,BIC,Bank Account Number,Bank Code,Bank name,Company Entities,Groups
,LAURA SACRISTÁN MORENO,Calle del Sol 5-4D,,,,,,,,,,,,,,
45916689H,,,48920,Santander,Spain,,Spain,EUR,90743251A,ES0800810356160001444852,BASKES2B,,,,ES,Suppliers
,Laura Muiña Rodríguez,"Polígono Norte, C/ Los Olivos, 54",,,,,,,,,,,,Atlas Credit Union,,
B99161697,,"Calle Cristóbal Colón, 86-88, Planta 1ª",50198,LISBON,Spain,,Spain,EUR,P57289461,ES0821000814010201168919,,,,,ES,Suppliers
ESB87396818,CESTALIA.NET,,8008,Granada,Spain,,Spain,EUR,C98172345,,,,,Prime Bank Group,ES,Suppliers
,,"Av. del Parque, Nº 89, 6",,,,,,,,ES1021008668240200020978,,,,,,
B66049057,"NEXT BUSINESS EVENTS, S.L.",,8026,Valencia,Spain,,Spain,EUR,R31247860,,,,,,ES,Suppliers
,,"Carrer del Prado, 25, 2n 2a",,,,,,,,ES1100490516362210227130,,,,Mariner Financial,,
B42736959,WALLA POP SL,,8010,Valencia,Spain,,Spain,EUR,N25937142,ES1100750255190600327782,CAIXESBB,,,,ES,Suppliers
,,"Boulevard de la Liberté, 114, Principal",,,,,,,,,,,,,,
B65672495,"E.I. IMPERFECT FOOD SERVICE, SL",,8008,Valencia,Spain,,Spain,EUR,F67149385,ES1121000033140200699677,,,,,ES,Suppliers
,,Montpellier 18,,,,,,,,,,,,,,
B-87015343,Timeout Spain Media S.A.,"C/ Darwin, S/N",28823,Sevilla,Spain,,Spain,EUR,H-92873694,ES1200301542500000821272,BSCHESMM,,,,ES,Suppliers
B92192665,,,29590,Santiago,Spain,,Spain,EUR,T41073927,,BSCHESMM,,,,ES,Suppliers
,"4 IN PRODUCTIONS, S.L.","Mare de Deu del Pilar, 67-71",,,,,,,,ES1200751296590606651116,,,,,,
ESB62591359,,,8799,Albacete,Spain,,Spain,EUR,UKA42687510,,,,,,ES,Suppliers
,"A-NOVO CONNECT ESPAÑA, S.L.","Calle de la Paz, 3",,,,,,,,ES1201821304110201566771,,,,Sierra Mutual Bank,,
A82756610,,,28004,Sevilla,Spain,,Spain,EUR,G59837201,ES1201825341210200244857,,,,Evergreen Federal Bank,ES,Suppliers
,CASA AMETLLER FOOD S.L.,"Avenida Varsovia, No 27",,,,,,,,,,,,,,
B84904127,,,28232,Sevilla,Spain,,Spain,EUR,J85267144,ES1300815200190001479350,,,,Genesis National Bank,ES,Suppliers
,Petit Palace Madrid Chueca,C/ Los Robles 19,,,,,,,,,,,,,,
71682027C,,Passatge Montserrat 3,48002,LISBON,Spain,,Spain,EUR,M73518207Z,ES1401823999310011645558,,,,,ES,Suppliers
23890443K,Natuaventura Group,,8028,Valencia,Spain,,Spain,EUR,W27183294A,,,,,Grand Savings,ES,Suppliers
,,"Calle Gran Vía, 26, 3º",,Alicante,,,,,,ES1701280734710100078202,,,,,,
V78652203,PELAYO GARCÍA PÉREZ,,28014,,Spain,,Spain,EUR,Q67452180,,,,,,ES,Suppliers
,,"C/ Badajoz, 3",,Barcelona,,,,,,ES1701822329940201583532,,,,,,
A80546088,LUCÍA PÉREZ GÓMEZ,,28027,,Spain,,Spain,EUR,P86079531,ES1721009451812200020648,,,,,ES,Suppliers
,,C/ Antón Martín 13 Bajo G,,LISBON,,,,,,,,,,,,
B72724552,CEDROA,,11500,,Spain,,Spain,EUR,K21096783,ES1901829465660201817246,,,,,ES,Suppliers
,,"C/ San Sebastián 13, Esc. 2 Bajo 2",,Madrid,,,,,,,,,,,,
B88623277,Ilunion Hotels Group S.A.,,28002,,Spain,,Spain,EUR,R88147295,ES2001823999390201529154,BBVAESMM,,,,ES,Suppliers
33522424-Q,,"Calle Paseo de la Marea, 21, nº8",28343,Sevilla,Spain,,Spain,EUR,X10274651-B,,,,,,ES,Suppliers
,HOY SE COME SANO,,,,,,,,,ES2300490262082110382784,,,,,,
70050958L,,"Calle de Pinar, 112",28510,Sevilla,Spain,,Spain,EUR,U53108692T,,,,,,ES,Suppliers
,LA RUMBA MADRID SAGASTA,,,,,,,,,ES2300810200210002718278,,,,,,
A28017895,,"Camino de los Llanos, 24",28009,Malaga,Spain,,Spain,EUR,A84725750,ES2301280016680100054195,BBVAESMM,,,,ES,Suppliers
,Javier Díaz Rodríguez,,,,,,,,,,,,,,,
05458139D,,"C/ Río de Janeiro, 48, 3-4B",28223,Madrid,Spain,,Spain,EUR,M25417692F,ES2321003019132200617751,BSCHESMM,,,,ES,Suppliers
,LIONSHIP MEDIA,Plaza Mayor No 6,,,,,,,,,,,,,,
ESB64207665,,,8005,Madrid,Spain,,Spain,EUR,T29058361,ES2421002931951300452295,,,,Apex Community Bank,ES,Suppliers
7501068D,El Corte Inglez S.A.,"Avenida Sevilla, 229, Ático",28015,,Spain,,Spain,EUR,M83726145,,,,,Bayside Credit Union,ES,Suppliers
,,,,Granada,,,,,,ES2521000469540200051179,,,,,,
B65071862,Alicia Mena Sánchez,"Calle del Marqués, 7",8013,Valencia,Spain,,Spain,EUR,J92635871,,CAIXESBB,,,,ES,Suppliers
,,,,,,,,,,ES2700491555192110245840,,,,Prime Federal Bank,,
A12426086,Canela Comunicaciones S.L.,"Puigmont, 3, 08185 Rivas",28027,Lisbon,Spain,,Spain,EUR,S34018492Y,,CAIXESBB,,,Colonial Reserve Bank,ES,Suppliers
,,,,,,,,,,ES2800810603090001401348,,,,,,
A58398819,David Chamorro Rodríguez,"Calle de los Leones, No 1, Planta 8",8185,Madrid,Spain,,Spain,EUR,V92137463,,CAIXESBB,,,Sunset Reserve Bank,ES,Manu suppl
,,"Carrer de la Rambla, 12",,,,,,,G74260384,ES2901820999800208514028,,,,,,
B05487822,CloudWork Studios,,28015,San Sebastián,Spain,,Spain,EUR,,,,,,True North Bank,ES,Suppliers
ESG64030158,,"Plaza de la Luna, 22",8002,,Spain,,Spain,EUR,T18352874,ES3015447889766650560161,BSABESBB,,,,ES,Suppliers
,Cafe Store Solutions,,,Madrid,,,,,,,,,,People's Savings Bank,,
ESB84555317,,"Calle Felipe del Valle, 27, Portal 4, 7C",28033,,Spain,,Spain,EUR,F12867240L,ES3200810050120001545761,,,,,ES,Suppliers
,BIOCOP BIOLÓGICOS S.A.,,,Madrid,,,,,,,,,,Phoenix Bank Group,,
70079231W,,"Rambla de la Ribera, 52",28055),,Spain,,Spain,EUR,A63470821B,ES3401822325090204048384,,,,,ES,Suppliers
,Appinio Digital S.L.U.,,,Barcelona,,,,,,ES3414740000110015488302,,,,Pathfinder Financial,,
52425101M,,"Calle López de Xxxxxx, Nº 64, 1º D",8800,,Spain,,Spain,EUR,P53908172G,,,,,Trustwell Bank,ES,Suppliers
,Universidad Pompeu Fabra - Barcelona,"Avinguda de Catalunya, 6-8, 1st Floor",,Madrid,,,,,,ES3521001227111300228394,,,,,,
B88080932,,,28002,,Spain,,Spain,EUR,W72859406A,,,,,Heritage Federal Bank,ES,Suppliers
ESB66484577,PHD MEDIA ESPAÑA,"C. del Maestro Serrano, 3",8002,Córdoba,Spain,,Spain,EUR,,ES3521003555902201001637,CITIESM,,,,ES,Suppliers
,,,,,,,,,X20475983,,,,,Union Reserve Bank,,
B67140889,ALEJANDRO DURÁN MARTÍNEZ,"Calle Xxxxxx, 12",22300,Barcelona,Spain,,Spain,EUR,,ES03 2038 5903 2960 0007 6484,,,,,ES,Suppliers
,,,,,,,,,K12934582,,,,,,,
B13958103,ESTHER CID GARCÍA,"Avda. Montseny, 6",28640,Madrid,Spain,,Spain,EUR,L89076159,ES3667248440041131841997,,,,Inland Empire Bank,ES,Suppliers
,,"Calle Joaquín Costa, 5, 4º-B",,,,,,,,,,,,,,
G79852257,TASTY POKE FOOD CORPORATION SL,,28903,Gijón,Spain,,Spain,EUR,M84169023,ES3714650100962046485235,,,,Progressive Trust Bank,ES,Suppliers
,,"C/ Torre de Hércules, 13",,,,,,,,,,,,,,
50351346E,"TravelPerk Solutions, S.L.",,45910,Madrid,Spain,,Spain,EUR,B21634570X,ES3721037843310030628694,,,,Sunrise Federal Bank,ES,Suppliers
48672217P,,Calle Fuente Nueva No 108,3005,,Spain,,Spain,EUR,,,INGDESMM,,,,ES,Suppliers
,Onlythejuice Consulting Group,,,Marbella,,,,,J59132084Y,ES3900495100302817204819,,,,Guardian Credit Union,,
29109358Y,,"Calle de Soler, 34, 3D Ático",28770,,Spain,,Spain,EUR,,,,,,Southern Trust Bank,ES,Suppliers
,CREADORES DIGITALES NETWORK SL,,,Vigo,,,,,R67829481V,ES3900496138312710010841,,,,,,
B87685277,,"Príncipe de Alcalá, 13, 3º A",28001,,Spain,,Spain,EUR,,,,,,Evergreen Federal Bank,ES,Suppliers
,FUNDACIÓN UNIVERSITARIA UC3,"C/ Mandarín, 10",,Valencia,,,,,A64273612B,ES4201280360620100061294,,,,,,
Y5616515K,,,28028,,Spain,,Spain,EUR,,,BSCHESMM,,,Genesis National Bank,ES,Suppliers
,MINERVA PRADILLO MINGUEZ CONSULTING,"Pasaje Bolívar, 18, Piso 1, 3-4, Madrid, España",,Madrid,,,,,P34679509,ES4201289454750100026743,,,,,,
B87724548,,,28001,,Spain,,Spain,EUR,,,,,,,ES,Suppliers
B87558920,Alejandro Navarro García,"C. Manuel García, 61",33930,Santander,Spain,,Spain,EUR,J53728106C,ES4521003893160200542245,,,,Grand Savings,ES,Suppliers
,,,,,,,,,,,,,,,,
B06933196,CRUZ BASTOS VANESA,"Av. Central 423, Principal 1",28020,Bilbao,Spain,,Spain,EUR,R45060739V,ES4600817112820002457254,CAIXESBB,,,,ES,Suppliers
,,,,,,,,,,,,,,Apex Community Bank,,
B56939200,INMUEBLES QUEVEDO SEIS S.L.,"Calle Santa María, 11, 1D",28660,Madrid,Spain,,Spain,EUR,B39420126S,ES4700495707702416088908,BSABESBB,,,,ES,Suppliers
,,Centro Comercial La Rotonda,,,,,,,,,,,,Blue Ridge Bank,,
B66831165,Dylan Marshall Lima,,8036,Almería,Spain,,Spain,EUR,C36248570,ES4702390806753655985328,,,,Summit Financial Trust,ES,Manu suppl
,,"Calle Xaloc, 7",,,,,,,,,,,,,,
02384322G,FUDEAT SOLUTIONS,,3690,Madrid,Spain,,Spain,EUR,K29759273,ES4721002931931300316179,EVOBESMM,,,Colonial Reserve Bank,ES,Suppliers
A-28/581882,,"Avenida la Costa, 12",28029,,Spain,,Spain,EUR,,,CAIXESBB,,,,ES,Suppliers
,INNERIA CENTER SLU,,,Valencia,,,,,B47258015,ES4801280076170100063138,,,,Sunset Reserve Bank,,
B87651949,,"C/ Gladiola 4, 1º",28002,,Spain,,Spain,EUR,,,,,,Epic Financial Group,ES,Suppliers
,MALVÓN STAR PRODUCTIONS SL,,,Murcia,,,,,S83634720B,ES5000491820682810564537,,,,,,
G63059521,,"C/ San Vicente, 2",8480,,Spain,,Spain,EUR,,,BSCHESMM,,,,ES,Suppliers
,Lab Media and Communication Group SL,"Calle Corregidor, 41",,Córdoba,,,,,N24754892Z,ES5000730100540548681612,,,,People's Savings Bank,,
53756195C,,,28039,,Spain,,Spain,EUR,,,,,,,ES,Suppliers
,CHEF SAM GLOBAL BUSINESS CONSULTING S.L.,"Calle Marrocos, 1, 2º B Esc Izq.",,Madrid,,,,,J82560172T,ES5001824021560202010711,,,,Phoenix Bank Group,,
B42910596,,,28026,,Spain,,Spain,EUR,,,,,,,ES,Suppliers
B86565124,Michael Ramírez Vargas Consulting,"C/ Fernando Colón, 20 - 1º",28023,Sevilla,Spain,,Spain,EUR,F30187246R,ES5200815151960001157322,,,,Pathfinder Financial,ES,Manu suppl
,,,,,,,,,,,,,,,,
B87528204,Alcampo España,"Calle de la Luna, 60, 7º, Izq",28007,Madrid,Spain,,Spain,EUR,V57294530T,ES5301824866610201625364,BBVAESMM,,,Atlas Credit Union,ES,Suppliers
,,,,,,,,,,,,,,,,
B88044938,BINFLUENCER MEDIA,"Calle Jacometrezo, 15, 3D",28043,Valladolid,Spain,,Spain,EUR,K74685239B,ES5600493694162414015459,,,,,ES,Suppliers
,,"Calle del Rey, Nº 15, Local 3",,,,,,,,,,,,Union Reserve Bank,,
G88503065,FUNDACIÓN PUEBLO SOLIDARIO,,28017,Barcelona,Spain,,Spain,EUR,H91347521Y,ES5600730100570505943739,,,,,ES,Suppliers
,,"C/ Camino de la Raza, 5, Las Rozas",,,,,,,,,,,,Mariner Financial,,
B90429044,JAVIER MARTÍNEZ RIVERA,,28013,Madrid,Spain,,Spain,EUR,X20863574T,ES5700497699192110002120,,,,,ES,Suppliers
B67960054,,"Ronda de Ginebra, 10",28045,,Spain,,Spain,EUR,,,BBVAESMM,,,Victory Bank Corporation,ES,Suppliers
,OLYMPIA MARKETING AGENCY,,,Madrid,,,,,J54790283P,ES5701824041100202695592,,,,,,
B88292189,,"Calle Buenos Aires, 29",28010,,Spain,,Spain,EUR,B88292189,,,,,Skyline Trust Bank,ES,Suppliers
,MOMENTOS DE BUEN CAFE S.L.,,,Vigo,,,,,,ES5800811389730001275437,,,,,,
G08557985,,"Calle del Río, 2, 3ª Planta",8017,,Spain,,Spain,EUR,G08557985,,,,,Highland Savings Bank,ES,Suppliers
,Veracontent Group,"C/ Sierra, 33",,Madrid,,,,,,ES5900491806902211869812,,,,,,
B87100004,,,28028,,Spain,,Spain,EUR,B87100004,,,,,Southern Trust Bank,ES,Suppliers
,RIGEL MEDIA SOLUTIONS S.L.,"C/Sancho Panza, 19-21, Ático 1",,La Coruña,,,,,,ES6000491555112010236310,,,,,,
B28264901,,,28034,,Spain,,Spain,EUR,B28264901,,,,,Evergreen Federal Bank,ES,Suppliers
B84664341,ASOCIACIÓN VIVIR SIN PLÁSTICO GLOBAL,"Calle Teodoro, 32",28038,San Sebastián,Spain,,Spain,EUR,B84664341,ES6100810300670001693780,,,,Pioneer Federal Bank,ES,Suppliers
,,,,,,,,,,,,,,,,
47879048V,Numu Corp Spain Limited,"C/ Berta, Nº 12, N 2ºC",8021,Valencia,Spain,,Spain,EUR,47879048V,ES6120859297260330200981,BBVAESMM,,,Meridian Trust Bank,ES,Suppliers
,,,,,,,,,,,,,,,,
B86653284,THE ETER GROUP S.L.,"C/ Fuster, 11-12",28004,San Sebastián,Spain,,Spain,EUR,B86653284,ES6301821045200208518130,CAIXESBB,,,Grand Savings,ES,Suppliers
,,"Avda. del Sol, 42",,,,,,,,,,,,,,
51997012S,Caldos y Manjares Global S.L.,,28891,Madrid,Spain,,Spain,EUR,51997012S,ES6321000004490201389698,,,,,ES,Suppliers
,,"Calle Fabiola, 102, 10º Dcha.",,,,,,,,,,,,Apex Community Bank,,
B64861495,AECOC / Asociación Española Codificación Comercial,,8508,Vigo,Spain,,Spain,EUR,B64861495,ES6421000496391300856302,,,,,ES,Suppliers
ESG28009116,,"C\ Médico Rodríguez, 18 bajo 2",28014,,Spain,,Spain,EUR,ESG28009116,,,,,,ES,Suppliers
,2b-Tube Studios Media SL,,,San Sebastián,,,,,,ES6530350175881750733950,,,,Summit Financial Trust,,
B85837078,,"Calle Ramón y Cajal, 7",28033,,Spain,,Spain,EUR,B85837078,,,,,,ES,Suppliers
,RODILLA SÁNCHEZ GROUP S.L.,,,Alicante,,,,,,ES6621000921801300685858,,,,Colonial Reserve Bank,,
B01863968,,"C/ Avellana, 14",15004,,Spain,,Spain,EUR,B01863968,,,,,Peak Community Bank,ES,Suppliers
,Mangas Verdes Consulting S.L.,"Calle Aragonés, 6, 5ª Planta",,Madrid,,,,,,ES6701280035660100017534,,,,,,
B08639734,,,8006,,Spain,,Spain,EUR,B08639734,,BBVAESMM,,,,ES,Suppliers
,M Leticia Galofré Consultora,"Calle Sierra, 239",,Madrid,,,,,,ES6900817610790002101220,,,,,,
A81601700,,,28016,,Spain,,Spain,EUR,A81601700,,BSCHESMM,,,Coastal National Bank,ES,Suppliers
B86590841,La Pescadería de Ballesta S.L.,"Avenida César Vallejo, 25",28003,Badajoz,Spain,,Spain,EUR,B86590841,ES6901822342180010053641,,,,,ES,Suppliers
,,,,,,,,,,,,,,Paramount Reserve Bank,,
B67535799,MIGUEL ÁNGEL GALLEGO LOPEZ,"Calle del Norte, 53",8020,Barcelona,Spain,,Spain,EUR,B67535799,ES7000491811332510384904,,,,,ES,Suppliers
,,,,,,,,,,,,,,,,
B64076482,SDA CATALUNYA DISTRIBUIDORA S.A.,"P.I. La Valla, Parcela 72, Nave 12",28003,Zaragoza,Spain,,Spain,EUR,B64076482,ES7020859287550330382646,,,,,ES,Suppliers
,,"Calle del Sol, 19, Bajo",,,,,,,,,,,,Apex Community Bank,,
B85226488,CÍRCULO BELLAS ARTES MADRID,,28008,Madrid,Spain,,Spain,EUR,B85226488,ES7201824609950205685374,BSABESBB,,,,ES,Suppliers
,,"Calle Magenta, 10",,,,,,,,,,,,Blue Ridge Bank,,
B86172996,HALLON INTELLIGENCE SOLUTIONS S.L.,,28890,Madrid,Spain,,Spain,EUR,B86172996,ES7321008660620200049131,,,,Summit Financial Trust,ES,Suppliers
B81800385,,"Avenida de Gran Canaria, 196",28004,,Spain,,Spain,EUR,B81800385,,CAIXESBB,,,,ES,Suppliers
,DEGITARU DIGITAL S.L.,,,Madrid,,,,,,ES7400815207330001192424,,,,Colonial Reserve Bank,,
ESB62505524,,"C/ San Ignacio, Nº 98, Escalera 2, 1º Izquierda",33348,,Spain,,Spain,EUR,ESB62505524,,,,,,ES,Suppliers
,BOVE MONTERO & ASOCIADOS,"C/ Aragonés, 29",,Gijón,,,,,,ES7521008849182200035622,,,,,,
B88631593,,,28001,,Spain,,Spain,EUR,B88631593,,,,,,ES,Suppliers
,ECOEMBALAJES ESPAÑA S.A.,"Avda. Juan XXIII, Nº 10, 7D",,Madrid,,,,,,ES7621005986350200049949,,,,True North Bank,,
ESB78187952,,,28026,,Spain,,Spain,EUR,ESB78187952,,,,,,ES,Suppliers
,Goiko Gourmet Chain S.L.,"Plaza del Mar, 12",,Lisbon,,,,,,ES7700302019910297752274,,,,People's Savings Bank,,
B85045326,,,28006,,Spain,,Spain,EUR,B85045326,,,,,Paramount Reserve Bank,ES,Suppliers
53289293H,YOU TEACH ACADEMY S.L.,"Calle Rafael Sanz, 14",8024,London,Spain,,Spain,EUR,53289293H,ES7800496728812416354921,CAIXESBB,,,,ES,Suppliers
,,,,,,,,,,,,,,Capital City Bank,,
05290520Z,QUIRÓN PREVENCIÓN SA,"Calle Almuñécar, Nº 15, 3º Centro Izquierda",28035,Naples,Spain,,Spain,EUR,05290520Z,ES8021003976210200107898,CAIXESBB,,,,ES,Suppliers
,,"Calle Ávila, 4, 215",,,,,,,,,,,,Trustwell Bank,,
B79104469,Kleinson Consulting Group,,28020,Madrid,Spain,,Spain,EUR,B79104469,ES8100751283450600226027,,,,,ES,Suppliers
,,Los Dos Girasoles,,,,,,,,,,,,Heritage Federal Bank,,
B70589262,Grupo Fire Solutions S.L.,,15011,A Coruña,Spain,,Spain,EUR,B70589262,ES8221003184102101462073,,,,,ES,Suppliers
,,"Calle la Rambla, 396, Entresuelo 2ª",,,,,,,,,,,,,,
ESB86676079,Pool de Creaciones Publicitarias U.S.,,28010,MADRID,Spain,,Spain,EUR,ESB86676079,ES8321003400631300242432,,,,Patriot Credit Union,ES,Suppliers
B86654035,,"Calle Mayor, 3",28232,Las Rozas de Madrid,Spain,,Spain,EUR,B86654035,,,,,Mariner Financial,ES,Suppliers
,ONEDIRECT TELECOM S.L.,,,,,,,,,ES8801286010130101099955,,,,,,
B87310322,,"Velázquez, 64-66, 7ª",28760,Madrid,Spain,,Spain,EUR,B87310322,,BBVAESMM,,,Victory Bank Corporation,ES,Suppliers
,MONDAY BY URBANIA 8 MEDIA S.L.,,,,,,,,,ES8820801217513040008065,,,,,,
40985939P,,"Calle Navarra, 112, 4ª Planta",8025,Barcelona,Spain,,Spain,EUR,40985939P,,BSABESBB,,,,ES,Suppliers
,PELDAÑO MEDIA CORPORATION,,,,,,,,,ES8901824572450208517015,,,,Sunrise Federal Bank,,
B28921195,,"C/ Castilla La Vieja, 22, 3ª Planta",28034,MADRID,Spain,,Spain,EUR,B28921195,,,,,,ES,Suppliers
,21 GRAMOS STUDIOS,,,,,,,,,ES9021002383210200305320,,,,Guardian Credit Union,,
ESB87944641,,"La Calle Real, Madrid, Spain",28001,Madrid,Spain,,Spain,EUR,ESB87944641,,,,,,ES,Suppliers
ESB65130643,Israel Hernández Rodríguez,,28002,Madrid,Spain,,Spain,EUR,ESB65130643,ES9101826058250201600988,BOFAES2,,,,ES,Suppliers
,,"Plaza de la Concha, 1ª Planta",,,,,,,,,,,,Evergreen Federal Bank,,
A79312609,María de Miguel Acuña Group,,28037,MADRID,Spain,,Spain,EUR,A79312609,ES9200814221940001182830,,,,,ES,Suppliers
,,"Calle del Sol, 18",,,,,,,,,,,,Genesis National Bank,,
ESW0068301A,Deloitte Spain Consulting,La Costa Verde Fundación,28046,Madrid,Spain,,Spain,EUR,ESW0068301A,ES9400493002552114431342,,,,,ES,Suppliers
,,,,,,,,,,,,,,Alliance Federal Bank,,
B65669970,Bar Connecting Society Solutions S.L.,"Alcalá, 44, 6",28015,Madrid,Spain,,Spain,EUR,B65669970,ES9401490101150303781002,BBVAESMM,,,,ES,Suppliers
,,,,,,,,,,,,,,,,
B28260933,INSTITUTE OF NETWORKING & KNOWLEDGE,108 Rue de la Liberté,28232,Madrid,Spain,,Spain,EUR,B28260933,ES9414850001030035639020,,,,,ES,Suppliers
G17808247,,,17811,Girona,Spain,,Spain,EUR,G17808247,,CAIXESBB,,,,ES,Suppliers
,VISUAL WAGON MEDIA S.L.,"Grant Tower, 56-60 John Street, 3rd Floor",,,,,,,,ES9421006098901300217464,,,,,,
B70760202,,,28014,MADRID,Spain,,Spain,EUR,B70760202,,CAIXESBB,,,,ES,Suppliers
,Kaizen Team Building Solutions S.L.,"Via Giovanni Verdi, 30",,,,,,,,ES9601287704810100036347,,,,Apex Community Bank,,
FR61642033187,,108 RUE LAMARCK,75018,PARIS,France,,France,EUR,FR61642033187,,,,,,ES,Suppliers
,Antonio Miguel Soriano Consulting,,,,,,,,,ES9601828104510201521865,,,,Blue Ridge Bank,,
GB116636714,,"Grant House, 56-60 John Street, 3rd Floor",EC1M 4HG,London,UnitedKingdom,,UnitedKingdom,GBP,GB116636714,,SVBKGB2L,,,,ES,Suppliers
,EDICIONES YESTUDIOS S.L.,,,,,,,,,ES9701497101420303149004,,,,Prime Federal Bank,,
B84506674,,Via G. Compagnoni 30,20129,Milano,Italy,,Italy,EUR,B84506674,,CAHMESMM,,,,ES,Suppliers
